vin,timestamp,ActTransmissionGearLeverPos,B2V_MaxCellVoltage,B2V_MinCellVoltage,CrankshaftSpeed,DC_DC_Sts,EVehBatSOC,EVehTotalFlow,EVehTotalVol,InsulationResistance,MaxTemp,MinTemp,TotalVehicleDistance,VehBrakeSts,VehChargingSts,VehDriveSts,VehRunMode,VehicleSpeed,VehicleStatus,engine_state,EMsts,EMControlTmp,EMRotation,EMTorque,EMTemp,EMVoltage,EMBusCurrentFlow,geo_status,BrakeSystemAlarm
car_id_5,3/27/2018 18:42,D,3.5469999999999997,3.5410000000000004,1555,1,0.01,0,368.8,6115,31,30,637.0,0,3,1,2,78.7,1,1,4,38,1559,-8.8,109,368.5,-2.5,in motion,0
car_id_5,3/27/2018 18:42,D,3.54,3.534,1627,1,0.01,3,367.3,6115,31,30,638.0,0,3,0,2,81.6,1,1,4,39,1616,1.0,108,367.3,1.5,in motion,0
car_id_5,3/27/2018 18:42,D,3.5410000000000004,3.535,1617,1,0.01,5,367.5,6115,31,30,638.0,0,3,1,2,81.6,1,1,4,37,1616,0.0,107,367.5,1.8,in motion,0
car_id_5,3/27/2018 18:42,D,3.537,3.53,1581,1,0.01,15,365.8,6015,31,30,638.0,0,3,1,2,80.3,1,1,1,38,1590,21.0,107,365.5,10.8,in motion,0
car_id_5,3/27/2018 18:42,D,3.5410000000000004,3.535,1620,1,0.01,-2,368.3,6015,31,30,638.0,0,3,0,2,80.8,1,1,2,37,1602,-14.8,106,368.0,-4.8,in motion,0
car_id_5,3/27/2018 18:42,D,3.553,3.5469999999999997,1384,1,0.01,-6,369.0,6015,31,30,638.0,0,3,0,2,69.7,1,1,2,38,1379,-28.8,105,369.0,-9.3,in motion,0
car_id_5,3/27/2018 18:43,D,3.534,3.528,1256,1,0.01,-5,368.5,5980,31,30,639.0,0,3,1,2,63.3,1,1,2,37,1256,-27.8,105,368.5,-7.8,in motion,0
car_id_5,3/27/2018 18:43,D,3.543,3.537,1370,1,0.01,0,368.0,5980,31,30,639.0,0,3,0,2,69.6,1,1,4,37,1384,-7.8,104,367.8,-1.8,in motion,0
car_id_5,3/27/2018 18:43,D,3.5589999999999997,3.553,0,1,0.01,-53,376.3,5980,31,30,639.0,1,3,0,2,54.1,1,2,2,44,1640,-144.0,110,377.0,-56.5,in motion,0
car_id_5,3/27/2018 18:43,D,3.6,3.592,0,1,0.01,-41,374.3,6210,31,30,639.0,1,3,0,1,52.6,1,2,2,39,1596,-117.0,109,375.0,-44.8,in motion,0
car_id_5,3/27/2018 18:43,D,3.597,3.589,0,1,0.01,-32,373.8,6210,31,30,639.0,1,3,0,1,37.6,1,2,2,41,1136,-138.0,110,374.3,-36.3,in motion,0
car_id_5,3/27/2018 18:43,D,3.5469999999999997,3.542,1992,1,0.01,0,368.8,6210,31,30,639.0,0,3,1,2,42.0,1,1,4,40,2095,-7.8,111,368.5,-2.8,in motion,0
car_id_5,3/27/2018 18:44,D,3.593,3.585,0,1,0.01,-8,370.3,5960,31,30,640.0,0,3,0,2,46.6,1,2,2,40,1413,-33.8,111,370.3,-11.5,in motion,0
car_id_5,3/27/2018 18:44,D,3.543,3.5380000000000003,0,1,0.01,3,369.5,5960,31,30,640.0,1,3,0,1,1.6,1,2,4,39,134,15.0,112,369.3,0.3,in motion,0
car_id_5,3/27/2018 18:44,D,3.548,3.543,0,1,0.01,2,369.0,5960,31,30,640.0,1,3,0,1,0.0,1,2,4,38,0,0.0,111,368.8,0.0,stationary,0
car_id_5,3/27/2018 18:44,D,3.5460000000000003,3.5410000000000004,0,1,0.01,2,368.8,6360,31,30,640.0,1,3,0,1,0.0,1,2,4,38,0,0.0,110,368.5,0.0,stationary,0
car_id_5,3/27/2018 18:44,D,3.5439999999999996,3.5389999999999997,0,1,0.01,2,368.5,6360,31,30,640.0,1,3,0,1,0.0,1,2,4,37,0,0.0,109,368.5,0.0,stationary,0
car_id_5,3/27/2018 18:44,D,3.543,3.5380000000000003,0,1,0.01,2,368.5,6360,31,30,640.0,1,3,0,1,0.0,1,2,4,37,0,0.0,109,368.3,0.0,stationary,0
car_id_5,3/27/2018 18:45,D,3.542,3.537,0,1,0.01,2,368.3,6320,31,30,640.0,1,3,0,1,0.0,1,2,4,37,0,0.0,108,368.3,0.0,stationary,0
car_id_5,3/27/2018 18:45,D,3.5410000000000004,3.536,0,1,0.01,2,368.3,6320,31,30,640.0,1,3,0,1,0.0,1,2,4,36,0,0.0,107,368.0,0.0,stationary,0
car_id_5,3/27/2018 18:45,D,3.54,3.535,0,1,0.01,2,368.3,6320,32,30,640.0,1,3,0,1,0.0,1,2,4,36,0,0.0,107,368.0,0.0,stationary,0
car_id_5,3/27/2018 18:45,D,3.54,3.535,0,1,0.01,3,368.0,6320,32,30,640.0,1,3,0,1,0.0,1,2,4,36,0,0.0,106,368.0,0.0,stationary,0
car_id_5,3/27/2018 18:45,D,3.5389999999999997,3.534,0,1,0.01,2,368.0,6320,31,30,640.0,1,3,0,1,0.0,1,2,4,36,0,0.0,106,367.8,0.0,stationary,0
car_id_5,3/27/2018 18:45,D,3.5380000000000003,3.533,0,1,0.01,3,368.0,6320,31,30,640.0,1,3,0,1,0.0,1,2,4,36,0,0.0,105,367.8,0.0,stationary,0
car_id_5,3/27/2018 18:46,D,3.5380000000000003,3.533,0,1,0.01,3,368.0,6310,32,30,640.0,1,3,0,1,0.0,1,2,4,36,0,0.0,105,367.8,0.0,stationary,0
car_id_5,3/27/2018 18:46,D,3.5210000000000004,3.516,0,1,0.01,7,367.0,6310,32,30,640.0,1,3,0,1,5.7,1,2,1,36,611,23.0,105,367.0,4.8,stationary,0
car_id_5,3/27/2018 18:46,D,3.502,3.497,0,1,0.01,9,366.3,6310,32,30,640.0,0,3,1,1,19.2,1,2,1,36,1429,12.0,104,366.3,6.3,stationary,0
car_id_5,3/27/2018 18:46,D,3.5610000000000004,3.555,0,1,0.01,1,366.8,6170,32,30,640.0,1,3,0,1,31.3,1,2,4,38,1567,-21.8,104,366.5,-0.5,in motion,0
car_id_5,3/27/2018 18:46,D,3.535,3.529,0,1,0.01,-3,368.0,6170,32,30,640.0,1,3,0,1,17.3,1,2,2,37,1198,-20.8,104,368.0,-6.3,in motion,0
car_id_5,3/27/2018 18:46,D,3.508,3.503,0,1,0.01,22,364.8,6170,32,30,640.0,0,3,1,1,5.2,1,2,1,36,759,75.0,104,364.5,20.0,stationary,0
car_id_5,3/27/2018 18:47,D,3.535,3.53,1196,1,0.01,0,367.0,5845,32,30,640.0,0,3,0,2,29.9,1,1,4,38,1355,-7.8,104,367.0,-1.8,in motion,0
car_id_5,3/27/2018 18:47,D,3.568,3.5610000000000004,0,1,0.01,-9,368.0,5845,32,30,640.0,1,3,0,1,36.3,1,2,2,37,1428,-36.8,104,368.0,-12.5,in motion,0
car_id_5,3/27/2018 18:47,D,3.5269999999999997,3.5210000000000004,1539,1,0.01,0,366.5,5845,32,30,640.0,0,3,1,2,32.5,1,1,4,41,1619,-10.8,106,366.5,-3.8,in motion,0
car_id_5,3/27/2018 18:47,D,3.477,3.471,0,1,0.01,41,362.0,5795,32,30,640.0,0,3,1,1,18.2,1,2,1,39,1341,94.0,106,362.0,37.8,in motion,0
car_id_5,3/27/2018 18:47,D,3.5610000000000004,3.554,1396,1,0.01,7,366.0,5795,32,30,640.0,0,3,0,2,35.0,1,1,1,37,1372,8.0,106,366.0,4.5,in motion,0
car_id_5,3/27/2018 18:47,D,3.537,3.531,1482,1,0.01,4,366.0,5795,32,30,640.0,0,3,1,2,20.3,1,1,4,39,1505,0.0,106,366.0,1.3,in motion,0
car_id_5,3/27/2018 18:48,D,3.4819999999999998,3.4760000000000004,0,1,0.01,42,361.5,5815,32,30,640.0,0,3,1,1,26.3,1,2,1,38,1318,91.0,105,361.3,40.5,in motion,0
car_id_5,3/27/2018 18:48,D,3.516,3.511,1426,1,0.01,-6,367.5,5815,32,30,640.0,0,3,1,2,29.3,1,1,2,37,1458,-23.8,105,367.8,-9.0,in motion,0
car_id_5,3/27/2018 18:48,D,3.505,3.4989999999999997,0,1,0.01,22,363.8,5815,32,30,640.0,0,3,1,1,31.0,1,2,1,37,1547,38.0,105,363.5,19.5,in motion,0
car_id_5,3/27/2018 18:48,D,3.488,3.483,0,1,0.01,27,363.3,6165,32,31,641.0,0,3,1,1,26.3,1,2,1,37,1312,57.0,105,363.0,25.0,in motion,0
car_id_5,3/27/2018 18:48,D,3.5189999999999997,3.513,0,1,0.01,1,365.8,6165,32,31,641.0,0,3,0,1,32.3,1,2,4,37,1615,-3.8,105,365.8,-1.0,in motion,0
car_id_5,3/27/2018 18:48,D,3.5210000000000004,3.515,0,1,0.01,1,366.3,6165,32,30,641.0,1,3,0,1,10.8,1,2,4,37,819,-5.8,104,366.3,-0.8,in motion,0
car_id_5,3/27/2018 18:49,P,3.5260000000000002,3.52,0,2,0.01,0,365.0,6245,32,30,641.0,1,3,0,1,0.0,2,2,3,35,0,0.0,104,131.3,0.0,stationary,0
car_id_5,3/28/2018 7:19,<U+5012><U+6321>,3.53,3.5239999999999996,0,1,0.01,1,367.3,9430,26,25,641.0,1,3,0,1,1.1,1,2,3,25,0,0.0,28,367.0,0.0,,0
car_id_5,3/28/2018 7:19,<U+5012><U+6321>,3.532,3.5260000000000002,0,1,0.01,1,367.3,9430,26,25,641.0,1,3,0,1,0.5,1,2,3,25,0,0.0,28,366.8,0.0,stationary,0
car_id_5,3/28/2018 7:20,D,3.515,3.509,1897,1,0.01,13,364.0,7475,26,25,641.0,0,3,1,2,25.7,1,1,1,28,1918,11.0,29,363.5,8.0,stationary,0
car_id_5,3/28/2018 7:20,D,3.5010000000000003,3.495,1441,1,0.01,11,364.3,7010,26,25,641.0,0,3,1,2,29.1,1,1,1,27,1447,11.0,29,363.8,6.5,stationary,0
car_id_5,3/28/2018 7:20,D,3.5210000000000004,3.514,1224,1,0.01,-2,366.3,7010,26,25,641.0,0,3,1,2,31.3,1,1,2,27,1223,-24.8,29,366.3,-6.8,stationary,0
car_id_5,3/28/2018 7:20,D,3.505,3.5,1156,1,0.01,9,364.8,7010,26,25,641.0,0,3,1,2,29.4,1,1,1,27,1155,13.0,29,364.3,6.0,stationary,0
car_id_5,3/28/2018 7:20,D,3.4989999999999997,3.4930000000000003,1991,1,0.01,23,362.5,6985,26,25,641.0,0,3,1,2,27.1,1,1,1,28,2016,27.0,30,361.8,18.5,stationary,0
