vin,timestamp,ActTransmissionGearLeverPos,B2V_MaxCellVoltage,B2V_MinCellVoltage,CrankshaftSpeed,DC_DC_Sts,EVehBatSOC,EVehTotalFlow,EVehTotalVol,InsulationResistance,MaxTemp,MinTemp,TotalVehicleDistance,VehBrakeSts,VehChargingSts,VehDriveSts,VehRunMode,VehicleSpeed,VehicleStatus,engine_state,EMsts,EMControlTmp,EMRotation,EMTorque,EMTemp,EMVoltage,EMBusCurrentFlow,geo_status,BrakeSystemAlarm
car_id_2,5/30/2018 11:41,P,3.522,3.512,0,2,0.0,0,366.3,9470,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,18,366.3,0.0,stationary,0
car_id_2,5/30/2018 11:41,P,3.522,3.513,0,2,0.0,0,366.3,9390,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,18,366.3,0.0,stationary,0
car_id_2,5/30/2018 11:42,P,3.522,3.513,0,2,0.0,0,366.3,9390,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,18,366.3,0.0,stationary,0
car_id_2,5/30/2018 11:42,P,3.516,3.5060000000000002,0,1,0.0,0,366.3,9470,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,18,366.3,0.0,stationary,0
car_id_2,5/30/2018 11:43,P,3.5210000000000004,3.512,0,2,0.0,0,366.3,9390,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,18,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:43,P,3.5210000000000004,3.512,0,2,0.0,0,366.3,9390,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,18,366.3,0.0,stationary,0
car_id_2,5/30/2018 11:44,P,3.5210000000000004,3.512,0,2,0.0,0,366.3,9470,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,18,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:44,P,3.5210000000000004,3.512,0,2,0.0,0,366.3,9385,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,18,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:45,P,3.5210000000000004,3.512,0,2,0.0,0,366.3,9470,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,18,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:45,P,3.5210000000000004,3.512,0,2,0.0,0,366.3,9385,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:46,P,3.5210000000000004,3.513,0,2,0.0,0,366.3,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:46,P,3.5210000000000004,3.513,0,2,0.0,0,366.3,9385,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:47,P,3.5210000000000004,3.513,0,2,0.0,0,366.3,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:47,P,3.522,3.513,0,2,0.0,0,366.3,9385,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:48,P,3.5210000000000004,3.512,0,2,0.0,0,366.0,9470,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:48,P,3.516,3.5060000000000002,0,1,0.0,2,365.8,9370,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,365.5,0.0,stationary,0
car_id_2,5/30/2018 11:49,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:49,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9385,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:50,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:50,P,3.5210000000000004,3.512,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:51,P,3.5210000000000004,3.512,0,2,0.0,0,366.0,9385,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:51,P,3.5210000000000004,3.512,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:52,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9385,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:52,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9470,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:53,P,3.5210000000000004,3.512,0,2,0.0,0,366.0,9385,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:53,P,3.5210000000000004,3.512,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:54,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9385,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:54,P,3.52,3.51,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:55,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9380,20,20,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:55,P,3.5210000000000004,3.51,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:56,P,3.5210000000000004,3.512,0,2,0.0,0,366.0,9385,20,20,236.0,0,3,0,1,0.0,1,2,3,29,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:56,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:57,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9385,20,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:57,P,3.5210000000000004,3.51,0,2,0.0,0,366.0,9470,20,19,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:58,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:58,P,3.5210000000000004,3.512,0,2,0.0,0,366.0,9465,20,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:59,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9465,20,19,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 11:59,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9470,20,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 12:00,P,3.514,3.505,0,1,0.0,3,365.5,9470,20,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,365.3,0.0,stationary,0
car_id_2,5/30/2018 12:00,P,3.52,3.511,0,2,0.0,0,366.0,9445,20,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 12:01,P,3.52,3.511,0,2,0.0,0,366.0,9460,20,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 12:01,P,3.52,3.511,0,2,0.0,0,366.0,9465,20,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 12:02,P,3.52,3.51,0,2,0.0,0,366.0,9470,20,19,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 12:02,P,3.52,3.511,0,2,0.0,0,366.0,9465,20,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 12:03,P,3.52,3.511,0,2,0.0,0,366.0,9465,20,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 12:03,P,3.5210000000000004,3.511,0,2,0.0,0,366.0,9465,21,19,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 12:04,P,3.5210000000000004,3.512,0,2,0.0,0,366.0,9460,21,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
car_id_2,5/30/2018 12:04,P,3.5210000000000004,3.51,0,2,0.0,0,366.0,9465,21,20,236.0,0,3,0,1,0.0,1,2,3,30,0,0.0,19,366.0,0.0,stationary,0
